Invoice No,Client,Job Name,Job Number,Invoice Amount (excl VAT),Date Inv. Issued
2101-35,Story Contracting,SCORTON ROAD VIADUCT,2624,4117.0,2021-02-09
2101-36,Story Contracting,FARRERS VIADUCT,2534,12037.25,2021-01-29
2101-37,Story Contracting,UB045/047 Camps Viaduct,2439,7472.91,2021-01-29
2101-38,Story Contracting,ARNSIDE VIADUCT,2498,785.94,2021-01-29
2101-39,AMCO,AMCO CP6 YR 3 Culvert Replacement - UB 303/130,2614,7171.5,2021-02-22
2101-40,AMCO,AMCO CP6 YR 3 Culvert Replacement - UB 303/147,2615,7124.0,2021-02-22
2101-41,Story Contracting,Levens Viaduct,2499,785.94,2021-01-29
2101-42,Taziker Industrial,Clyde Major Structures Scheme,2087,16432.01,2021-01-29
2101-43,Taziker Industrial,Clyde Major Structures Scheme,2087,1090.25,2021-01-29
2101-44,AMCO,ESSAN BRIDGE REPAIRS,2648,4877.77,2021-01-29
2101-45,AMCO,Welfare Pods,2399,3974.5,2021-01-29
2101-46,Geo-Rope,ALTURA WALL CONCRETE SHUTTER DESIGN,2661,496.25,2021-01-29
2101-47,Story Contracting,UB 133/328 RIVER CARRON EMERGENCY WORKS,2653,13815.35,2021-01-29
2101-48,SPL Powerlines UK Limited,CITY UNION GRIP 3 ELECTRIFICATION,2487,19913.75,2021-01-29
2101-49,AMCO,BAIRD STREET BRIDGE,2591,6368.39,2021-01-29
2101-50,BAM Nuttall,ALYTH SUBSTATION,2522,9461.4,2021-02-02
2102-01,SPL Powerlines UK Limited,EK ELECTRIFICATION PROJECT FEES,2638,14533.48,2021-02-02
2102-02,Story Contracting,UB016/003 GORGIE ROAD,2233,2346.0,2021-02-02
2102-03,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,6399.5,2021-02-02
2102-04,AMCO,DULNAIN TEMPORARY WORKS FOR BEARING REPLACEMENT,2550,2206.75,2021-02-02
2102-05,PBH OLE,Norwich Crown Point Depot,2660,1085.25,2021-02-12
2102-06,Story Contracting,Retaining Wall R/240/008.1470U,2245,855.0,2021-02-12
2102-07,Story Contracting,Retaining Wall R/240/008.1500D,2246,855.0,2021-02-12
2102-08,QTS Group,Churchill Road,2632,2569.25,2021-02-12
2102-09,Taziker Industrial,A868 Craigean Bridge Inspection,2666,486.75,2021-02-12
2102-10,Story Contracting,UB 016/002 Wheatfield Road,2230,2011.25,2021-02-12
2102-11,Story Contracting,UB 161/049 Powgree Burn Replacement,2248,1640.0,2021-02-12
2102-12,Geo-Structural,Ribblehead Viaduct,2489,344.0,2021-02-12
2102-13,Story Contracting,Houndean Embankment Improvement,2596,3500.0,2021-02-12
2102-14,Story Contracting,Seaton South Embankment Improvement,2597,3500.0,2021-02-12
2102-15,Story Contracting,Station Plantation Embankment Improvement,2598,3500.0,2021-02-12
2102-16,Story Contracting,Saturn Park Embankment Improvement,2599,3500.0,2021-02-12
2102-17,Story Contracting,Aldercar Embankment Improvement,2600,3500.0,2021-02-12
2102-18,AMCO,C302-127A DARNOCH FIRTH CULVERT,2586,765.5,2021-02-18
2102-19,AMCO,Scotland Street Retaining Wall,1862,439.0,2021-02-12
2102-20,Story Contracting,OB179-052 Aqueduct,2253,1540.2,2021-02-12
2102-21,AMCO,C030/388,1949,529.62,2021-02-12
2102-22,AMCO,UB303-129 Stream,2604,10990.02,2021-02-12
2102-23,Advanced Rope Access,UB 179/061 Black Cart Water,2621,310.75,2021-02-18
2102-24,QTS Group,CASTLETON RAILWAY EARTHWORK IMPROVEMENT,2222,2226.0,2021-02-18
2102-25,QTS Group,WCK PITTENTRAIL EARTHWORK IMPROVEMENT,2474,8536.5,2021-02-18
2102-26,QTS Group,WCK ACHINDUICH RAILWAY EARTHWORK IMPROVEMENT,2470,13088.0,2021-02-18
2102-27,PBH OLE,ANGLIA CP6 STRUCTURES RENEWALS ,2355,1601.25,2021-02-24
2102-28,Allen Gordon,Bothwell Sewer Replacement,2263,4189.75,2021-02-18
2102-29,AMCO,UB 132/084 COATBRIDGE ROAD,2593,2806.75,2021-02-22
2102-30,AMCO,UB 132/084 COATBRIDGE ROAD,2593,5000.0,2021-02-22
2102-31,Gilkes Energy (Whinlatter Energy Ltd),Garrogie Hydro,2626,2288.5,2021-02-22
2102-32,Story Contracting,Stonehaven Recovery Works,2544,3271.0,2021-02-22
2102-33,Lanarkshire Welding Company,LWC Deck Lifting Point  ,2682,491.0,2021-02-22
2102-34,Lanarkshire Welding Company,LWC Shackle Beam,2662,761.25,2021-02-22
2102-35,BAM Nuttall,Reston Station,2639,9327.5,2021-02-22
2102-36,Story Contracting,UB 133/326 Rope Access System,2673,1903.0,2021-02-22
2102-37,AMCO,Auchinleck Station,2640,1792.88,2021-02-22
2102-38,Story Contracting,OB 179/052 AQUEDUCT,2579,950.0,2021-02-22
2102-39,Story Contracting,UB 133/328 RIVER CARRON EMERGENCY WORKS,2653,6303.75,2021-02-22
2102-40,Story Contracting,UB 133/326 RIVER CARRON,2663,3994.0,2021-02-22
2102-41,PBH OLE,WICKFORD STATION OLE S/29/01C,2672,871.75,2021-02-22
2102-42,Story Contracting,UB280-006 COCKIES YETT PUBLIC,2437,778.83,2021-02-23
2102-43,Story Contracting,OB 046-053 Quarry Street,2438,655.88,2021-02-23
2102-44,Story Contracting,UB045/047 Camps Viaduct,2439,14903.48,2021-02-23
2102-45,Story Contracting,UB 132/071 Glencryan Burn,2441,2883.56,2021-02-23
2102-46,Story Contracting,UB 160-019 Incle Street,2445,6630.68,2021-02-23
2102-47,Story Contracting,UB 160-018 Incle Street,2446,4524.49,2021-02-23
2102-48,Story Contracting,OB 272-014 Crossvegates,2451,1211.93,2021-02-23
2102-49,Story Contracting,UB 161-020 Campbell Street,2447,1077.45,2021-02-23
2102-50,Story Contracting,OB 046-053 Quarry Street,2438,5532.03,2021-02-23
2102-51,Story Contracting,UB280-006 COCKIES YETT PUBLIC,2437,24739.64,2021-02-23
2102-52,AMCO,BLAIRHILL STATION TEMPORARY WORKS,2407,1197.5,2021-02-24
2102-53,AMCO,Garrowhill Station Temporary Works,2656,3109.25,2021-02-24
2102-54,QTS Group,EGS2 Hartwood Track Drainage Improvement,2645,7652.0,2021-02-24
2102-55,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,22376.75,2021-02-24
2102-56,Story Contracting,Retaining Wall R/070/000.1370D ,2459,4926.0,2021-02-24
2102-57,Story Contracting,Retaining Wall R/070/000.1409D ,2460,4926.0,2021-02-24
2102-58,Story Contracting,Retaining Wall R/070/001.0465U,2461,5935.5,2021-02-24
2102-59,Allen Gordon,Bothwell Sewer Replacement,2263,561.5,2021-02-24
2102-60,Story Contracting,Retaining Wall R/070/000.1320U ,2458,5634.5,2021-02-24
2102-61,SWS JV ,A6 Temporary Works,2134,1870.65,2021-02-24
2102-62,AMCO,GSMR MAST CRANE FOUNDATIONS,2665,1857.5,2021-02-26
2102-63,Catenary King,Littlehaven Station Platform 2 Extension,2655,30668.64,2021-02-26
2102-64,AMCO,ESSAN BRIDGE REPAIRS,2648,3626.73,2021-02-26
2102-65,AMCO,UB302-113 CRAIGORY BURN,2514,14000.5,2021-02-26
2102-66,Allen Gordon,Bothwell Sewer Replacement,2263,5366.0,2021-02-26
2102-67,BEAR,REST AND BE THANKFUL PHASE 1,2549,3876.0,2021-02-26
2102-68,AMCO,Manor Street Crescent,1946,1150.0,2021-03-31
2102-69,SPL Powerlines UK Limited,EK ELECTRIFICATION PROJECT FEES,2638,19314.0,2021-02-26
2102-70,BAM Nuttall,ALYTH SUBSTATION,2522,8032.83,2021-03-01
2103-01,AMCO,Balnagown Road Topographical Survey,2686,1652.5,2021-03-05
2103-02,Taziker Industrial,Clyde Major Structures Scheme,2087,16432.01,2021-03-02
2103-03,Taziker Industrial,Clyde Major Structures Scheme,2087,5558.5,2021-03-02
2103-04,Taziker Industrial,Clyde Major Structures Scheme,2087,5298.5,2021-03-02
2103-05,Taziker Industrial,Clyde Major Structures Scheme,2087,763.0,2021-03-02
2103-06,AMCO,MRN2528A Drygate Slope Stabilisation,2283,3799.75,2021-03-05
2103-07,AMCO,Welfare Pods,2399,19891.25,2021-03-05
2103-08,BAM Nuttall,UB133-020 Millstone Burn,2191,668.5,2021-03-05
2103-09,Catenary King,Sutton Common - West Sutton,2503,1496.0,2021-03-05
2103-10,Catenary King,Lambeth Crem,2497,959.4,2021-03-05
2103-11,Catenary King,Stayton Road Bridge,2495,2587.69,2021-03-05
2103-12,Catenary King,Collingwood Road Bridge,2496,2587.69,2021-03-05
2103-13,AMCO,C616/199 Hillhead Culvert,2374,621.0,2021-03-05
2103-14,AMCO,CP6 Culvert Replacements,2606,15761.95,2021-03-05
2103-14,AMCO,CP6 Culvert Replacements,2607,,
2103-14,AMCO,CP6 Culvert Replacements,2608,,
2103-14,AMCO,CP6 Culvert Replacements,2609,,
2103-14,AMCO,CP6 Culvert Replacements,2610,,
2103-14,AMCO,CP6 Culvert Replacements,2611,,
2103-14,AMCO,CP6 Culvert Replacements,2612,,
2103-15,AMCO,C 070/055A Polmont Culvert Renewal,2382,2788.0,2021-03-05
2103-16,AMCO,Tain Cutting Slip,2654,1471.0,2021-03-05
2103-17,CPMS,Ardlui Emergency Works,2311,814.5,2021-03-05
2103-18,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,2772.0,2021-03-05
2103-19,AMCO,Lochburn Footpath and Access Stairs,2481,1222.75,2021-03-05
2103-20,AMCO,C 302/122B CULVERT RENEWAL,2383,6725.75,2021-03-05
2103-21,Story Contracting,EDINBURGH WAVERLEY NOR LOCH SEWER DUCTING,2368,1016.25,2021-03-05
2103-22,CPMS,Busby Track Monitoring,2351,12072.75,2021-03-05
2103-23,Robertson Construction Group,Holland Park Temporary Works Design,2538,1639.0,2021-03-10
2103-24,Story Contracting,"Smithy, Renton and Barrel Arches TW",2641,2974.75,2021-03-10
2103-25,Whitfield Construction Services,165580 - East Anglia Footbridges,2364,15536.25,2021-03-10
2103-26,Story Contracting,UB 310/277 LOCH TREIG,2319,7431.63,2021-03-10
2103-27,EESI,CLYDEBRIDGE STEEL WORKS PRELIMINARY SI,2652,10231.9,2021-03-10
2103-28,AMCO,BAIRD STREET BRIDGE,2591,1118.86,2021-03-11
2103-29,Story Contracting,Suggits Lane Footbridge,2347,4341.25,2021-03-18
2103-30,Project Centre,Invertrossachs Cycleway Topographical Survey,2689,908.0,2021-03-15
2103-31,BAM Nuttall,STIRLING STATION DRAINAGE RENEWAL,2671,3662.25,2021-03-18
2103-32,AMCO,UB293-159 Deveron Viaduct,2513,17328.57,2021-03-18
2103-33,AMCO,Crinan and Gairlochy Canal,2587,21922.69,2021-03-19
2103-34,AMCO,OB310/303 FERSIT,2595,9510.61,2021-03-19
2103-35,Story Contracting,BOLDON FLATS EMBANKMENT IMPROVEMENT DESIGN,2359,5526.5,2021-03-19
2103-36,QTS Group,AUCHENGRAY RAILWAY EARTHWORK IMPROVEMENT,2219,3876.25,2021-03-19
2103-37,Story Contracting,Newham Road Railway Earthwork Improvement,2358,6287.5,2021-03-19
2103-38,QTS Group,WCK KILEARNAN WEST EARTHWORK IMPROVEMENT,2475,14833.0,2021-03-19
2103-39,Catenary King,LEWES RAILWAY CUTTING STABILISATION,2568,11583.75,2021-03-19
2103-40,SWS JV ,A6 Temporary Works,2134,207.85,2021-03-24
2103-41,AMCO,Williamwood Platform 2 Remediation,2381,1597.0,2021-03-24
2103-42,AMCO,GARROWHILL STATION REMEDIATION,2316,14846.44,2021-03-24
2103-43,BAM Nuttall,M8 Footbridge Sighthill,2410,2092.75,2021-03-24
2103-44,UK Mainstream Renewable Power Ltd,"HUNTERSTON PORT, SETTING OUT OF PROPOSED DEVELOPMENT",2698,467.0,2021-03-30
2103-45,QTS Group,4366 SHANNON STREET,2380,532.46,2021-03-24
2103-46,Story Contracting,OB 046-053 Quarry Street,2438,8249.03,2021-03-24
2103-47,Story Contracting,UB045/047 Camps Viaduct,2439,3166.39,2021-03-24
2103-48,Story Contracting,OB 232-008 ALBERT ROAD,2464,3491.13,2021-03-24
2103-49,Story Contracting,FARRERS VIADUCT,2534,685.25,2021-03-26
2103-50,Story Contracting,SCORTON ROAD VIADUCT,2624,7888.5,2021-03-26
2103-51,Story Contracting,Caldew Viaduct,2500,5269.25,2021-03-26
2103-52,Story Contracting,UB016/003 GORGIE ROAD,2233,2364.0,2021-03-31
2103-53,Story Contracting,UB 133/328 RIVER CARRON EMERGENCY WORKS,2653,6132.5,2021-03-31
2103-54,AMCO,BLACKWATER UB 23 ELR: KYL 9mi 574yds 9m 614yds ,2097,1169.17,2021-03-31
2103-55,AMCO,ACHANALT VIADUCT UB 40 ELR: KYL 20mi 467yds 20mi 555yds ,2098,1169.17,2021-03-31
2103-56,AMCO,ACHINTEE ELR: KYL 48mi 867yds 48mi 891yds ,2102,1169.17,2021-03-31
2103-57,AMCO,INVERSHIN VIADUCT UB151 ELR:WCK 61mi 605yds 61mi 685yds,2094,14807.25,2021-03-31
2103-58,BEAR,REST AND BE THANKFUL PHASE 1,2549,1838.5,2021-03-31
2103-59,Taziker Industrial,UB031/079 Nelson Street,2405,3465.7,2021-03-31
2103-60,Taziker Industrial,UB031/079 Nelson Street,2405,447.1,2021-03-31
2103-61,Taziker Industrial,UB031/079 Nelson Street,2405,500.0,2021-03-31
2103-62,Taziker Industrial,UB031/079 Nelson Street,2405,7925.13,2021-03-31
2103-63,Catenary King,Hayward Heath Cutting,2582,3515.0,2021-03-31
2103-64,QTS Group,CP6 YR3 - Kildonan Level Crossing Drainge (WCK 111.0023-111.0700),2476,17949.25,2021-03-31
2103-65,QTS Group,ECN5 OATYHILL RAILWAY EARTHWORK IMPROVEMENT,2221,1732.5,2021-03-31
2103-66,QTS Group,LACKDHU RAILWAY EARTHWORK IMPROVEMENT ,2217,621.0,2021-03-31
2103-67,PBH OLE,RESTON OLE FOUNDATION ASSESSMENT,2635,672.0,2021-03-31
2103-68,Geo-Rope,KILCHUIMEN CEMETERY ROAD SLOPE STABILISATION,2692,8858.75,2021-03-31
2103-69,PBH OLE,BIRKTHWAITE OLE FOUNDATIONS DESIGN,2432,841.25,2021-03-31
2103-70,AMCO,GAIRLOCHY SWING BRIDGE TEMPORARY WORKS,2687,3375.0,2021-03-31
2103-71,AMCO,Crinan and Gairlochy Canal,2587,2447.87,2021-03-31
2103-72,AMCO,UB 312/206 Orchy Viaduct,1700,3019.0,2021-03-31
2103-73,BAM Nuttall,ALYTH SUBSTATION,2522,17956.65,2021-04-01
2104-01,MVT,Muthill Village Trust Cycle Path,2160,306.6,2021-04-06
2104-02,CPMS,STIRLING STATION BEARING ASSESSMENT,2691,1688.0,2021-04-07
2104-03,AMCO,ASHES ROAD EMBANKMENT,2668,22789.46,2021-04-07
2104-04,Story Contracting,FB 020/008 SEAFIELD FOOTBRIDGE,2456,279.83,2021-04-09
2104-05,AMCO,BANVIE BURN,2702,5919.5,2021-04-21
2104-06,WHP Telecoms,5G Base - Build Assessment,2578,552.0,2021-04-15
2104-07,AMCO,UB302-296 River Helmsdale,2387,7971.32,2021-04-21
2104-08,Fairhurst,RIVER TYNE ASSESSMENT,2697,4298.0,2021-04-19
2104-09,Allen Gordon,Bothwell Sewer Replacement,2263,1629.5,2021-04-21
2104-10,SWS JV ,A6 Temporary Works,2134,931.25,2021-04-23
2104-11,Story Contracting,OB179-052 AQUEDUCT,2253,1890.5,2021-04-23
2104-12,Story Contracting,UB 058/064A BOWLING WESTERN ACCESS,2577,12923.57,2021-04-23
2104-13,AMCO,GARROWHILL STATION REMEDIATION,2316,1137.0,2021-04-28
2104-14,AMCO,GARROWHILL STATION REMEDIATION,2316,4174.06,2021-04-28
2104-15,Catenary King,West Malling Cutting,2617,804.0,2021-04-28
2104-16,Catenary King,SUSSEX FRAMEWORK ACCESS POINTS,2574,3842.5,2021-04-28
2104-17,Catenary King,Crowborough Cutting,2343,5639.75,2021-04-28
2104-18,Story Contracting,Suggits Lane Footbridge,2347,10182.53,2021-04-28
2104-19,Story Contracting,Lowca Temporary Works,2676,2205.5,2021-04-28
2104-20,Story Contracting,WEST BURN TEMPORARY WORKS,2708,1151.5,2021-04-28
2104-21,Story Contracting,CULVERT C 070/094H,2442,2937.97,2021-04-28
2104-22,Story Contracting,Orbiston Temporary Works,2699,4737.75,2021-04-28
2104-23,Story Contracting,Quarry Street Temporary Works,2707,2581.0,2021-04-28
2104-24,BAM Nuttall,Reston Station,2639,4037.5,2021-04-28
2104-25,Story Contracting,DALMAKETHER TEMPORARY WORKS,2670,7250.0,2021-04-28
2104-26,QTS Group,Larbert UTX,2669,9668.25,2021-04-28
2104-27,BAM Nuttall,A9 Temporary Works,2700,3991.88,2021-04-28
2104-28,AMCO,C161/027C CULVERT RENEWAL,2628,3830.75,2021-04-28
2104-29,Story Contracting,AUCHINLECK BURN,2679,13952.38,2021-04-28
2104-30,Story Contracting,DIPPOOL WATER,2680,6366.5,2021-04-28
2104-31,Story Contracting,DRYFFE WATER,2681,13884.75,2021-04-28
2104-32,Story Contracting,LINDSELLS LC AND BRIDLEWAY BRIDGE,2551,36112.69,2021-04-28
2104-33,Story Contracting,Retaining Wall R/070/000.1409D ,2460,631.0,2021-04-28
2104-34,Story Contracting,Retaining Wall R/070/000.1320U ,2458,717.0,2021-04-28
2104-35,Catenary King,HOVE END AND HOVE TUNNEL RAILWAY CUTTINGS STABILISATION,2566,18729.5,2021-04-28
2104-36,QTS Group,WCK TAIN SOUTH CUTTING STABILISATION,2667,22328.75,2021-04-28
2104-37,QTS Group,HGL2 TOMATIN SIGNAL,2683,8319.0,2021-04-28
2104-38,Benton Scott-Simmons,ROTHESAY ACTIVE TRAVEL,2684,6319.68,2021-04-30
2104-39,Taziker Industrial,UB031/079 Nelson Street,2405,1503.25,2021-04-28
2104-40,Taziker Industrial,UB031/079 Nelson Street,2405,3243.97,2021-04-28
2104-41,Story Contracting,OB 046-053 Quarry Street,2438,6527.17,2021-04-28
2104-42,Story Contracting,UB045/047 Camps Viaduct,2439,4264.19,2021-04-28
2104-43,Story Contracting,UB045/047 Camps Viaduct,2439,26439.37,2021-04-28
2104-44,Story Contracting,UB 222/086 STANDALANE,2440,3804.22,2021-04-28
2104-45,Story Contracting,UB 161-020 CAMPBELL STREET,2447,4620.67,2021-04-28
2104-46,Story Contracting,UB 161-022 FLOORS,2448,1445.97,2021-04-28
2104-47,Story Contracting,UB 161-029 Elliston ,2449,3760.82,2021-04-28
2104-48,Story Contracting,OB 272-014 Crossvegates,2451,2423.85,2021-04-28
2104-49,Story Contracting,UB133-080 Forteviot Viaduct,2452,5707.11,2021-04-28
2104-50,Story Contracting,OB 232-008 ALBERT ROAD,2464,3692.15,2021-04-28
2104-51,Story Contracting,UB 218-016 Salkeld Street,2463,2410.2,2021-04-28
2104-52,Catenary King,Littlehaven Station Platform 2 Extension,2655,18702.21,2021-04-28
2104-53,AMCO,UB 302-143 Carron Viaduct,2515,8913.71,2021-04-28
2104-54,Story Contracting,UB 133/328 RIVER CARRON EMERGENCY WORKS,2653,3408.25,2021-04-28
2104-55,George Leslie,Larg Road Temporary Works,2718,728.0,2021-04-28
2104-56,DEC – DEME Environmental Contractors,Bowling Temporary Works,2678,4045.5,2021-04-29
2104-57,AMCO,MRN3857 290-114A Hydrology Study ,2576,1755.0,2021-04-28
2104-58,Story Contracting,Houndean Embankment Improvement,2596,1000.75,2021-04-29
2104-59,Story Contracting,Seaton South Embankment Improvement,2597,1000.75,2021-04-29
2104-60,Story Contracting,Station Plantation Embankment Improvement,2598,1000.75,2021-04-29
2104-61,Story Contracting,Saturn Park Embankment Improvement,2599,1000.75,2021-04-29
2104-62,Story Contracting,Aldercar Embankment Improvement,2600,1000.75,2021-04-29
2104-63,Geo-Rope,"Rest & Be Thankful Phase 1, 7, 8 & 9",1685,3174.25,2021-04-30
2104-64,CPMS,STIRLING STATION SEWAGE REMEDIATION PERMANENT WORKS,2412,554.5,2021-04-30
2104-65,Story Contracting,Mein Water Temporary Works,2715,1352.5,2021-04-30
2104-66,QTS Group,LARBERT UTX,2669,5045.5,2021-04-30
2104-67,Story Contracting,Quarry Street Temporary Works,2707,1151.5,2021-04-30
2104-68,Story Contracting,A887-100 ALLT NA H'INNSE BEAG ,2719,1154.5,2021-04-30
2104-69,BAM Nuttall,ALYTH SUBSTATION ,2522,17160.9,2021-04-30
2104-70,AMCO,UB302-082 BALNAGOWN ROAD,2385,4893.22,2021-04-30
2104-71,Elliot & Company,"Mrs Parish’s Property, Red Rocks, Stanley ",2727,532.0,2021-04-30
2104-72,Story Contracting,EDINBURGH WAVERLEY NOR LOCH SEWER DUCTING,2368,268.5,2021-05-03
2105-01,JBL Group,Eurocentral Setting Out ,2714,320.0,2021-05-03
2105-02,Story Contracting,Retaining Wall R/070/000.1370D,2459,631.0,2021-05-07
2105-03,Story Contracting,Retaining Wall R/070/001.0465U,2461,803.0,2021-05-07
2105-04,K&S Civil Contracts,CUMBERNAULD CEC AC UNITS FOUNDATION SLAB DESIGN,2725,1686.0,2021-05-07
2105-05,AMCO,CADDER YARD,2643,7682.75,2021-05-07
2105-06,AMCO,FALLS OF CRUACHAN,2541,7355.0,2021-05-07
2105-07,AMCO,MRN3642 SCALING-DEVEG KYLE OF LOCHALS,2631,2646.0,2021-05-07
2105-08,Story Contracting,KERSE LANE TEMPORARY WORKS,2644,2050.0,2021-05-07
2105-09,QTS Group,WELFORD RETAINING WALL,2650,5821.8,2021-05-07
2105-10,Story Contracting,LUGGIEBURN TEMPORARY WORKS,2502,5876.5,2021-05-07
2105-11,AMCO,AMCO CP6 YR 3 Culvert Replacement - UB 303/147,2615,10076.25,2021-05-14
2105-12,AMCO,AMCO CP6 YR 3 Culvert Replacement - UB 303/029,2613,6800.25,2021-05-14
2105-13,Story Contracting,SPT BROOMLOANING STABLING SHED,2561,2649.75,2021-05-14
2105-14,Whitfield Construction Services,166580 - East Anglia Footbridges,2364,4153.47,2021-05-21
2105-15,Landcare Soultions Scotland,Growchapel Allotments,2696,4360.0,2021-05-14
2105-16,AMCO,Kessock Street 302/008,2366,342.5,2021-05-14
2105-17,Story Contracting,GOOLE STATION SUBWAY,2701,3244.5,2021-05-14
2105-18,SPL Powerlines UK Limited,EK ELECTRIFICATION PROJECT FEES,2638,8347.21,2021-05-14
2105-19,SPL Powerlines UK Limited,CURRIE FS FLOOD STUDY,2706,3845.0,2021-05-14
2105-20,Story Contracting,STOREY LNE CRT DRAFTING,2716,4250.0,2021-05-14
2105-21,AMCO,BARRHILL URX,2674,2292.75,2021-05-28
2105-22,Story Contracting,OB 046-053 Quarry Street,2438,1056.5,2021-05-21
2105-23,Story Contracting,UB045/047 Camps Viaduct,2439,5660.92,2021-05-21
2105-24,Story Contracting,UB 222/086 STANDALANE,2440,2309.48,2021-05-21
2105-25,Story Contracting,UB218-016 Salkeld Street (WCM2 Intersection) ,2463,6596.1,2021-05-21
2105-26,Story Contracting,UB 161-022 FLOORS,2448,4994.5,2021-05-21
2105-27,Story Contracting,UB 222/086 Standalane,2440,1108.19,2021-05-21
2105-28,Story Contracting,UB 132/071 Glencryan Burn,2441,2162.67,2021-05-21
2105-29,Story Contracting,UB 119-003 Lynn Burn,2443,976.22,2021-05-21
2105-30,Story Contracting,UB 161-022 FLOORS,2448,1501.98,2021-05-21
2105-31,Story Contracting,UB 161-029 Elliston ,2449,626.8,2021-05-21
2105-32,Story Contracting,UB160-019 Incle Street,2445,582.0,2021-05-21
2105-33,Story Contracting,UB 290-095 Garry Viaduct,2455,522.14,2021-05-21
2105-34,Story Contracting,UB218-015 Eglington Street,2462,876.77,2021-05-21
2105-35,Taziker Industrial,Clyde Major Structures Scheme,2087,967.5,2021-05-21
2105-36,Taziker Industrial,Clyde Major Structures Scheme,2087,2819.38,2021-05-21
2105-37,Taziker Industrial,UB031/079 Nelson Street,2405,1226.1,2021-05-21
2105-38,Story Contracting,UB 058/064A BOWLING WESTERN ACCESS,2577,38519.78,2021-05-21
2105-39,SWS JV ,A6 Temporary Works,2134,3286.5,2021-05-21
2105-40,AMCO,BANAVIE ELR: MLG2 0mi 580yds 0mi 600yds,2092,4688.83,2021-05-28
2105-41,AMCO,WICK RIVER BRIDGE UB364 ELR:WCK 159mi 660yds 159mi 700yds,2093,8965.83,2021-05-28
2105-42,AMCO,BIRDSMILL NBE 34mi 748yds ,2101,2498.0,2021-05-28
2105-43,QTS Group,WCK LAIRG RAILWAY IMPROVEMENT,2471,3371.5,2021-05-24
2105-44,QTS Group,,2472,,
2105-45,QTS Group,,2467,,
2105-46,QTS Group,WCK INVERSHIN RAILWAY EARTHWORK IMPROVEMENT,2469,4206.0,2021-05-24
2105-47,Geo-Rope,RIVERSIDE SUNDERLAND RETAINING WALL ANCHORS,2730,1987.0,2021-05-24
2105-48,QTS Group,KYL - CP6 Glencarron Lodge Railway Earthwork Improvement,2129,5910.75,2021-05-24
